CaseId,b52,b73,lid,flow,cost
11,  50,  50, 2, 21.2566,  5.0000
11,  50,  50, 3, 84.1627,  5.0001
11,  50,  50, 4,168.0608,  3.3361
11,  50,  50, 5,240.8517, 21.4817
11,  50,  50, 6, 45.6763,  2.0000
11,  50,  50, 7, 60.5638, 12.0000
11,  50,  50, 8, 22.7940, 25.0000
11,  50,  50, 9, 24.4197,  3.0000
11,  50,  50,10, 74.9839,  4.0001
11,  50,  50,11, 49.9970,  3.0000
11,  50,  50,12,109.1497, 40.0000
12,  50, 100, 1, 63.4078, 20.0000
12,  50, 100, 2, 24.2968,  5.0000
12,  50, 100, 3, 89.1936,  5.0002
12,  50, 100, 4,174.7341,  3.3495
12,  50, 100, 5,252.6466, 21.5053
12,  50, 100, 6, 49.9972,  2.0000
12,  50, 100, 7, 61.3291, 12.0000
12,  50, 100, 8, 23.0931, 25.0000
12,  50, 100, 9, 25.7005,  3.0000
12,  50, 100,10, 77.0250,  4.0001
12,  50, 100,11, 54.8194,  3.0000
12,  50, 100,12,111.3991, 40.0000
13,  50, 150, 1, 63.4078, 20.0000
13,  50, 150, 2, 24.2968,  5.0000
13,  50, 150, 3, 89.1936,  5.0002
13,  50, 150, 4,174.7341,  3.3495
13,  50, 150, 5,252.6466, 21.5053
13,  50, 150, 6, 49.9972,  2.0000
13,  50, 150, 7, 61.3291, 12.0000
13,  50, 150, 8, 23.0931, 25.0000
13,  50, 150, 9, 25.7005,  3.0000
13,  50, 150,10, 77.0250,  4.0001
13,  50, 150,11, 54.8194,  3.0000
13,  50, 150,12,111.3991, 40.0000
14,  50, 200, 1, 63.4078, 20.0000
14,  50, 200, 2, 24.2968,  5.0000
14,  50, 200, 3, 89.1936,  5.0002
14,  50, 200, 4,174.7341,  3.3495
14,  50, 200, 5,252.6466, 21.5053
14,  50, 200, 6, 49.9972,  2.0000
14,  50, 200, 7, 61.3291, 12.0000
14,  50, 200, 8, 23.0931, 25.0000
14,  50, 200, 9, 25.7005,  3.0000
14,  50, 200,10, 77.0250,  4.0001
14,  50, 200,11, 54.8194,  3.0000
14,  50, 200,12,111.3991, 40.0000
15,  50, 250, 1, 63.4078, 20.0000
15,  50, 250, 2, 24.2968,  5.0000
15,  50, 250, 3, 89.1936,  5.0002
15,  50, 250, 4,174.7341,  3.3495
15,  50, 250, 5,252.6466, 21.5053
15,  50, 250, 6, 49.9972,  2.0000
15,  50, 250, 7, 61.3291, 12.0000
15,  50, 250, 8, 23.0931, 25.0000
15,  50, 250, 9, 25.7005,  3.0000
15,  50, 250,10, 77.0250,  4.0001
15,  50, 250,11, 54.8194,  3.0000
15,  50, 250,12,111.3991, 40.0000
16,  50, 300, 1, 63.4078, 20.0000
16,  50, 300, 2, 24.2968,  5.0000
16,  50, 300, 3, 89.1936,  5.0002
16,  50, 300, 4,174.7341,  3.3495
16,  50, 300, 5,252.6466, 21.5053
16,  50, 300, 6, 49.9972,  2.0000
16,  50, 300, 7, 61.3291, 12.0000
16,  50, 300, 8, 23.0931, 25.0000
16,  50, 300, 9, 25.7005,  3.0000
16,  50, 300,10, 77.0250,  4.0001
16,  50, 300,11, 54.8194,  3.0000
16,  50, 300,12,111.3991, 40.0000
17,  50, 350, 1, 63.4078, 20.0000
17,  50, 350, 2, 24.2968,  5.0000
17,  50, 350, 3, 89.1936,  5.0002
17,  50, 350, 4,174.7341,  3.3495
17,  50, 350, 5,252.6466, 21.5053
17,  50, 350, 6, 49.9972,  2.0000
17,  50, 350, 7, 61.3291, 12.0000
17,  50, 350, 8, 23.0931, 25.0000
17,  50, 350, 9, 25.7005,  3.0000
17,  50, 350,10, 77.0250,  4.0001
17,  50, 350,11, 54.8194,  3.0000
17,  50, 350,12,111.3991, 40.0000
18,  50, 400, 1, 63.4078, 20.0000
18,  50, 400, 2, 24.2968,  5.0000
18,  50, 400, 3, 89.1936,  5.0002
18,  50, 400, 4,174.7341,  3.3495
18,  50, 400, 5,252.6466, 21.5053
18,  50, 400, 6, 49.9972,  2.0000
18,  50, 400, 7, 61.3291, 12.0000
18,  50, 400, 8, 23.0931, 25.0000
18,  50, 400, 9, 25.7005,  3.0000
18,  50, 400,10, 77.0250,  4.0001
18,  50, 400,11, 54.8194,  3.0000
18,  50, 400,12,111.3991, 40.0000
19, 100,   0, 1, 74.9927, 20.0000
19, 100,   0, 2, 46.4883,  5.0000
19, 100,   0, 3, 73.6314,  5.0001
19, 100,   0, 4,252.9193,  3.5058
19, 100,   0, 5,282.5301, 21.5651
19, 100,   0, 6, 99.9936,  2.0000
19, 100,   0, 7, 77.9331, 12.0000
19, 100,   0, 8, 29.6107, 25.0000
19, 100,   0, 9, 53.5053,  3.0000
19, 100,   0,10, 63.5250,  4.0000
19, 100,   0,11,  0.0000,  3.0000
19, 100,   0,12,137.1564, 40.0001
20, 100,  50, 1, 61.8190, 20.0000
20, 100,  50, 2, 21.2535,  5.0000
20, 100,  50, 3, 84.1576,  5.0001
20, 100,  50, 4,168.0618,  3.3361
20, 100,  50, 5,240.8541, 21.4817
20, 100,  50, 6, 45.6769,  2.0000
20, 100,  50, 7, 60.5660, 12.0000
20, 100,  50, 8, 22.7949, 25.0000
20, 100,  50, 9, 24.4234,  3.0000
20, 100,  50,10, 74.9896,  4.0001
20, 100,  50,11, 49.9974,  3.0000
20, 100,  50,12,109.1499, 40.0000
21, 100, 100, 1, 71.7571, 20.0000
21, 100, 100, 2, 40.2905,  5.0000
21, 100, 100, 3,116.1367,  5.0004
21, 100, 100, 4,238.7327,  3.4775
21, 100, 100, 5,367.6236, 21.7352
21, 100, 100, 6, 90.8145,  2.0000
21, 100, 100, 7, 76.1611, 12.0000
21, 100, 100, 8, 28.8919, 25.0000
21, 100, 100, 9, 50.5240,  3.0000
21, 100, 100,10,116.6141,  4.0004
21, 100, 100,11, 99.9990,  3.0000
21, 100, 100,12,132.7517, 40.0000
22, 100, 150, 1, 75.3474, 20.0000
22, 100, 150, 2, 47.1678,  5.0000
22, 100, 150, 3,127.7222,  5.0006
22, 100, 150, 4,252.8769,  3.5058
22, 100, 150, 5,392.7548, 21.7855
22, 100, 150, 6, 99.9995,  2.0000
22, 100, 150, 7, 77.5300, 12.0000
22, 100, 150, 8, 29.4546, 25.0000
22, 100, 150, 9, 52.8317,  3.0000
22, 100, 150,10,120.4416,  4.0005
22, 100, 150,11,110.4232,  3.0000
22, 100, 150,12,137.7406, 40.0001
23, 100, 200, 1, 75.3474, 20.0000
23, 100, 200, 2, 47.1678,  5.0000
23, 100, 200, 3,127.7222,  5.0006
23, 100, 200, 4,252.8769,  3.5058
23, 100, 200, 5,392.7548, 21.7855
23, 100, 200, 6, 99.9995,  2.0000
23, 100, 200, 7, 77.5300, 12.0000
23, 100, 200, 8, 29.4546, 25.0000
23, 100, 200, 9, 52.8317,  3.0000
23, 100, 200,10,120.4416,  4.0005
23, 100, 200,11,110.4232,  3.0000
23, 100, 200,12,137.7406, 40.0001
24, 100, 250, 1, 75.3474, 20.0000
24, 100, 250, 2, 47.1678,  5.0000
24, 100, 250, 3,127.7222,  5.0006
24, 100, 250, 4,252.8769,  3.5058
24, 100, 250, 5,392.7548, 21.7855
24, 100, 250, 6, 99.9995,  2.0000
24, 100, 250, 7, 77.5300, 12.0000
24, 100, 250, 8, 29.4546, 25.0000
24, 100, 250, 9, 52.8317,  3.0000
24, 100, 250,10,120.4416,  4.0005
24, 100, 250,11,110.4232,  3.0000
24, 100, 250,12,137.7406, 40.0001
25, 100, 300, 1, 75.3474, 20.0000
25, 100, 300, 2, 47.1678,  5.0000
25, 100, 300, 3,127.7222,  5.0006
25, 100, 300, 4,252.8769,  3.5058
25, 100, 300, 5,392.7548, 21.7855
25, 100, 300, 6, 99.9995,  2.0000
25, 100, 300, 7, 77.5300, 12.0000
25, 100, 300, 8, 29.4546, 25.0000
25, 100, 300, 9, 52.8317,  3.0000
25, 100, 300,10,120.4416,  4.0005
25, 100, 300,11,110.4232,  3.0000
25, 100, 300,12,137.7406, 40.0001
26, 100, 350, 1, 75.3474, 20.0000
26, 100, 350, 2, 47.1678,  5.0000
26, 100, 350, 3,127.7222,  5.0006
26, 100, 350, 4,252.8769,  3.5058
26, 100, 350, 5,392.7548, 21.7855
26, 100, 350, 6, 99.9995,  2.0000
26, 100, 350, 7, 77.5300, 12.0000
26, 100, 350, 8, 29.4546, 25.0000
26, 100, 350, 9, 52.8317,  3.0000
26, 100, 350,10,120.4416,  4.0005
26, 100, 350,11,110.4232,  3.0000
26, 100, 350,12,137.7406, 40.0001
27, 100, 400, 1, 75.3474, 20.0000
27, 100, 400, 2, 47.1678,  5.0000
27, 100, 400, 3,127.7222,  5.0006
27, 100, 400, 4,252.8769,  3.5058
27, 100, 400, 5,392.7548, 21.7855
27, 100, 400, 6, 99.9995,  2.0000
27, 100, 400, 7, 77.5300, 12.0000
27, 100, 400, 8, 29.4546, 25.0000
27, 100, 400, 9, 52.8317,  3.0000
27, 100, 400,10,120.4416,  4.0005
27, 100, 400,11,110.4232,  3.0000
27, 100, 400,12,137.7406, 40.0001
28, 150,   0, 1, 85.7596, 20.0000
28, 150,   0, 2, 67.1128,  5.0000
28, 150,   0, 3, 85.0161,  5.0001
28, 150,   0, 4,331.1687,  3.6623
28, 150,   0, 5,367.8432, 21.7357
28, 150,   0, 6,150.0024,  2.0000
28, 150,   0, 7, 95.4067, 12.0000
28, 150,   0, 8, 36.6745, 25.0000
28, 150,   0, 9, 82.8896,  3.0000
28, 150,   0,10, 78.8494,  4.0001
28, 150,   0,11,  0.0000,  3.0000
28, 150,   0,12,163.8654, 40.0001
29, 150,  50, 1, 61.8190, 20.0000
29, 150,  50, 2, 21.2535,  5.0000
29, 150,  50, 3, 84.1576,  5.0001
29, 150,  50, 4,168.0618,  3.3361
29, 150,  50, 5,240.8541, 21.4817
29, 150,  50, 6, 45.6769,  2.0000
29, 150,  50, 7, 60.5660, 12.0000
29, 150,  50, 8, 22.7949, 25.0000
29, 150,  50, 9, 24.4234,  3.0000
29, 150,  50,10, 74.9896,  4.0001
29, 150,  50,11, 49.9974,  3.0000
29, 150,  50,12,109.1499, 40.0000
30, 150, 100, 1, 71.7557, 20.0000
30, 150, 100, 2, 40.2876,  5.0000
30, 150, 100, 3,116.1322,  5.0004
30, 150, 100, 4,238.7325,  3.4775
30, 150, 100, 5,367.6237, 21.7352
30, 150, 100, 6, 90.8142,  2.0000
30, 150, 100, 7, 76.1626, 12.0000
30, 150, 100, 8, 28.8925, 25.0000
30, 150, 100, 9, 50.5266,  3.0000
30, 150, 100,10,116.6184,  4.0004
30, 150, 100,11, 99.9987,  3.0000
30, 150, 100,12,132.7519, 40.0000
31, 150, 150, 1, 80.6010, 20.0000
31, 150, 150, 2, 57.2311,  5.0000
31, 150, 150, 3,145.2998,  5.0011
31, 150, 150, 4,308.6580,  3.6173
31, 150, 150, 5,494.1613, 21.9883
31, 150, 150, 6,135.4245,  2.0000
31, 150, 150, 7, 92.6325, 12.0000
31, 150, 150, 8, 35.5016, 25.0000
31, 150, 150, 9, 78.1934,  3.0000
31, 150, 150,10,161.6531,  4.0016
31, 150, 150,11,150.0018,  3.0000
31, 150, 150,12,156.9512, 40.0001
32, 150, 200, 1, 86.5629, 20.0000
32, 150, 200, 2, 68.6515,  5.0000
32, 150, 200, 3,164.8635,  5.0018
32, 150, 200, 4,331.0512,  3.6621
32, 150, 200, 5,534.1730, 22.0683
32, 150, 200, 6,150.0009,  2.0000
32, 150, 200, 7, 94.4873, 12.0000
32, 150, 200, 8, 36.3127, 25.0000
32, 150, 200, 9, 81.3494,  3.0000
32, 150, 200,10,167.1467,  4.0019
32, 150, 200,11,166.8091,  3.0000
32, 150, 200,12,165.2011, 40.0001
33, 150, 250, 1, 86.5629, 20.0000
33, 150, 250, 2, 68.6515,  5.0000
33, 150, 250, 3,164.8635,  5.0018
33, 150, 250, 4,331.0512,  3.6621
33, 150, 250, 5,534.1730, 22.0683
33, 150, 250, 6,150.0009,  2.0000
33, 150, 250, 7, 94.4873, 12.0000
33, 150, 250, 8, 36.3127, 25.0000
33, 150, 250, 9, 81.3494,  3.0000
33, 150, 250,10,167.1467,  4.0019
33, 150, 250,11,166.8091,  3.0000
33, 150, 250,12,165.2011, 40.0001
34, 150, 300, 1, 86.5629, 20.0000
34, 150, 300, 2, 68.6515,  5.0000
34, 150, 300, 3,164.8635,  5.0018
34, 150, 300, 4,331.0512,  3.6621
34, 150, 300, 5,534.1730, 22.0683
34, 150, 300, 6,150.0009,  2.0000
34, 150, 300, 7, 94.4873, 12.0000
34, 150, 300, 8, 36.3127, 25.0000
34, 150, 300, 9, 81.3494,  3.0000
34, 150, 300,10,167.1467,  4.0019
34, 150, 300,11,166.8091,  3.0000
34, 150, 300,12,165.2011, 40.0001
35, 150, 350, 1, 86.5629, 20.0000
35, 150, 350, 2, 68.6515,  5.0000
35, 150, 350, 3,164.8635,  5.0018
35, 150, 350, 4,331.0512,  3.6621
35, 150, 350, 5,534.1730, 22.0683
35, 150, 350, 6,150.0009,  2.0000
35, 150, 350, 7, 94.4873, 12.0000
35, 150, 350, 8, 36.3127, 25.0000
35, 150, 350, 9, 81.3494,  3.0000
35, 150, 350,10,167.1467,  4.0019
35, 150, 350,11,166.8091,  3.0000
35, 150, 350,12,165.2011, 40.0001
36, 150, 400, 1, 86.5629, 20.0000
36, 150, 400, 2, 68.6515,  5.0000
36, 150, 400, 3,164.8635,  5.0018
36, 150, 400, 4,331.0512,  3.6621
36, 150, 400, 5,534.1730, 22.0683
36, 150, 400, 6,150.0009,  2.0000
36, 150, 400, 7, 94.4873, 12.0000
36, 150, 400, 8, 36.3127, 25.0000
36, 150, 400, 9, 81.3494,  3.0000
36, 150, 400,10,167.1467,  4.0019
36, 150, 400,11,166.8091,  3.0000
36, 150, 400,12,165.2011, 40.0001
37, 200,   0, 1, 95.6244, 20.0000
37, 200,   0, 2, 86.0092,  5.0000
37, 200,   0, 3, 95.8370,  5.0002
37, 200,   0, 4,409.4454,  3.8189
37, 200,   0, 5,453.7802, 21.9076
37, 200,   0, 6,199.9977,  2.0000
37, 200,   0, 7,113.8233, 12.0000
37, 200,   0, 8, 44.3347, 25.0000
37, 200,   0, 9,113.9885,  3.0000
37, 200,   0,10, 95.5583,  4.0002
37, 200,   0,11,  0.0000,  3.0000
37, 200,   0,12,191.3954, 40.0002
38, 200,  50, 1, 61.8190, 20.0000
38, 200,  50, 2, 21.2535,  5.0000
38, 200,  50, 3, 84.1576,  5.0001
38, 200,  50, 4,168.0618,  3.3361
38, 200,  50, 5,240.8541, 21.4817
38, 200,  50, 6, 45.6769,  2.0000
38, 200,  50, 7, 60.5660, 12.0000
38, 200,  50, 8, 22.7949, 25.0000
38, 200,  50, 9, 24.4234,  3.0000
38, 200,  50,10, 74.9896,  4.0001
38, 200,  50,11, 49.9974,  3.0000
38, 200,  50,12,109.1499, 40.0000
39, 200, 100, 1, 71.7557, 20.0000
39, 200, 100, 2, 40.2876,  5.0000
39, 200, 100, 3,116.1322,  5.0004
39, 200, 100, 4,238.7325,  3.4775
39, 200, 100, 5,367.6237, 21.7352
39, 200, 100, 6, 90.8142,  2.0000
39, 200, 100, 7, 76.1626, 12.0000
39, 200, 100, 8, 28.8925, 25.0000
39, 200, 100, 9, 50.5266,  3.0000
39, 200, 100,10,116.6184,  4.0004
39, 200, 100,11, 99.9987,  3.0000
39, 200, 100,12,132.7519, 40.0000
40, 200, 150, 1, 80.6010, 20.0000
40, 200, 150, 2, 57.2311,  5.0000
40, 200, 150, 3,145.2998,  5.0011
40, 200, 150, 4,308.6580,  3.6173
40, 200, 150, 5,494.1613, 21.9883
40, 200, 150, 6,135.4245,  2.0000
40, 200, 150, 7, 92.6325, 12.0000
40, 200, 150, 8, 35.5016, 25.0000
40, 200, 150, 9, 78.1934,  3.0000
40, 200, 150,10,161.6531,  4.0016
40, 200, 150,11,150.0018,  3.0000
40, 200, 150,12,156.9512, 40.0001
41, 200, 200, 1, 88.4192, 20.0000
41, 200, 200, 2, 72.2072,  5.0000
41, 200, 200, 3,171.7589,  5.0021
41, 200, 200, 4,377.8449,  3.7557
41, 200, 200, 5,620.4527, 22.2409
41, 200, 200, 6,179.5211,  2.0000
41, 200, 200, 7,109.9046, 12.0000
41, 200, 200, 8, 42.6091, 25.0000
41, 200, 200, 9,107.3139,  3.0000
41, 200, 200,10,209.9934,  4.0047
41, 200, 200,11,199.9986,  3.0000
41, 200, 200,12,181.7538, 40.0002
42, 200, 250, 1, 97.0394, 20.0000
42, 200, 250, 2, 88.7199,  5.0000
42, 200, 250, 3,200.5047,  5.0039
42, 200, 250, 4,409.2489,  3.8185
42, 200, 250, 5,676.9043, 22.3538
42, 200, 250, 6,199.9995,  2.0000
42, 200, 250, 7,112.2100, 12.0000
42, 200, 250, 8, 43.6894, 25.0000
42, 200, 250, 9,111.2796,  3.0000
42, 200, 250,10,217.2793,  4.0053
42, 200, 250,11,223.9659,  3.0000
42, 200, 250,12,193.8181, 40.0002
43, 200, 300, 1, 97.0394, 20.0000
43, 200, 300, 2, 88.7199,  5.0000
43, 200, 300, 3,200.5047,  5.0039
43, 200, 300, 4,409.2489,  3.8185
43, 200, 300, 5,676.9043, 22.3538
43, 200, 300, 6,199.9995,  2.0000
43, 200, 300, 7,112.2100, 12.0000
43, 200, 300, 8, 43.6894, 25.0000
43, 200, 300, 9,111.2796,  3.0000
43, 200, 300,10,217.2793,  4.0053
43, 200, 300,11,223.9659,  3.0000
43, 200, 300,12,193.8181, 40.0002
44, 200, 350, 1, 97.0394, 20.0000
44, 200, 350, 2, 88.7199,  5.0000
44, 200, 350, 3,200.5047,  5.0039
44, 200, 350, 4,409.2489,  3.8185
44, 200, 350, 5,676.9043, 22.3538
44, 200, 350, 6,199.9995,  2.0000
44, 200, 350, 7,112.2100, 12.0000
44, 200, 350, 8, 43.6894, 25.0000
44, 200, 350, 9,111.2796,  3.0000
44, 200, 350,10,217.2793,  4.0053
44, 200, 350,11,223.9659,  3.0000
44, 200, 350,12,193.8181, 40.0002
45, 200, 400, 1, 97.0394, 20.0000
45, 200, 400, 2, 88.7199,  5.0000
45, 200, 400, 3,200.5047,  5.0039
45, 200, 400, 4,409.2489,  3.8185
45, 200, 400, 5,676.9043, 22.3538
45, 200, 400, 6,199.9995,  2.0000
45, 200, 400, 7,112.2100, 12.0000
45, 200, 400, 8, 43.6894, 25.0000
45, 200, 400, 9,111.2796,  3.0000
45, 200, 400,10,217.2793,  4.0053
45, 200, 400,11,223.9659,  3.0000
45, 200, 400,12,193.8181, 40.0002
46, 250,   0, 1,104.6494, 20.0000
46, 250,   0, 2,103.2967,  5.0000
46, 250,   0, 3,106.1244,  5.0003
46, 250,   0, 4,487.7692,  3.9755
46, 250,   0, 5,540.3571, 22.0807
46, 250,   0, 6,250.0023,  2.0000
46, 250,   0, 7,133.1175, 12.0000
46, 250,   0, 8, 52.5879, 25.0000
46, 250,   0, 9,146.7056,  3.0000
46, 250,   0,10,113.6604,  4.0004
46, 250,   0,11,  0.0000,  3.0000
46, 250,   0,12,219.7847, 40.0004
47, 250,  50, 1, 61.8190, 20.0000
47, 250,  50, 2, 21.2535,  5.0000
47, 250,  50, 3, 84.1576,  5.0001
47, 250,  50, 4,168.0618,  3.3361
47, 250,  50, 5,240.8541, 21.4817
47, 250,  50, 6, 45.6769,  2.0000
47, 250,  50, 7, 60.5660, 12.0000
47, 250,  50, 8, 22.7949, 25.0000
47, 250,  50, 9, 24.4234,  3.0000
47, 250,  50,10, 74.9896,  4.0001
47, 250,  50,11, 49.9974,  3.0000
47, 250,  50,12,109.1499, 40.0000
48, 250, 100, 1, 71.7557, 20.0000
48, 250, 100, 2, 40.2876,  5.0000
48, 250, 100, 3,116.1322,  5.0004
48, 250, 100, 4,238.7325,  3.4775
48, 250, 100, 5,367.6237, 21.7352
48, 250, 100, 6, 90.8142,  2.0000
48, 250, 100, 7, 76.1626, 12.0000
48, 250, 100, 8, 28.8925, 25.0000
48, 250, 100, 9, 50.5266,  3.0000
48, 250, 100,10,116.6184,  4.0004
48, 250, 100,11, 99.9987,  3.0000
48, 250, 100,12,132.7519, 40.0000
49, 250, 150, 1, 80.6010, 20.0000
49, 250, 150, 2, 57.2311,  5.0000
49, 250, 150, 3,145.2998,  5.0011
49, 250, 150, 4,308.6580,  3.6173
49, 250, 150, 5,494.1613, 21.9883
49, 250, 150, 6,135.4245,  2.0000
49, 250, 150, 7, 92.6325, 12.0000
49, 250, 150, 8, 35.5016, 25.0000
49, 250, 150, 9, 78.1934,  3.0000
49, 250, 150,10,161.6531,  4.0016
49, 250, 150,11,150.0018,  3.0000
49, 250, 150,12,156.9512, 40.0001
50, 250, 200, 1, 88.4192, 20.0000
50, 250, 200, 2, 72.2072,  5.0000
50, 250, 200, 3,171.7589,  5.0021
50, 250, 200, 4,377.8449,  3.7557
50, 250, 200, 5,620.4527, 22.2409
50, 250, 200, 6,179.5211,  2.0000
50, 250, 200, 7,109.9046, 12.0000
50, 250, 200, 8, 42.6091, 25.0000
50, 250, 200, 9,107.3139,  3.0000
50, 250, 200,10,209.9934,  4.0047
50, 250, 200,11,199.9986,  3.0000
50, 250, 200,12,181.7538, 40.0002
51, 250, 250, 1, 95.3142, 20.0000
51, 250, 250, 2, 85.4150,  5.0000
51, 250, 250, 3,195.7465,  5.0035
51, 250, 250, 4,446.3263,  3.8927
51, 250, 250, 5,746.5102, 22.4930
51, 250, 250, 6,223.1368,  2.0000
51, 250, 250, 7,127.8753, 12.0000
51, 250, 250, 8, 50.1876, 25.0000
51, 250, 250, 9,137.7218,  3.0000
51, 250, 250,10,261.4226,  4.0112
51, 250, 250,11,249.9963,  3.0000
51, 250, 250,12,207.1728, 40.0003
52, 250, 300, 1,106.8334, 20.0000
52, 250, 300, 2,107.4805,  5.0000
52, 250, 300, 3,234.7594,  5.0073
52, 250, 300, 4,487.4614,  3.9749
52, 250, 300, 5,820.9192, 22.6418
52, 250, 300, 6,249.9987,  2.0000
52, 250, 300, 7,130.6293, 12.0000
52, 250, 300, 8, 51.5768, 25.0000
52, 250, 300, 9,142.5182,  3.0000
