CaseId,b52,b73,lid,flow,cost
10,  50,   0, 4,172.4049,  3.3448
10,  50,   0, 5,205.9746, 21.4119
10,  50,   0, 6, 49.9728,  2.0000
10,  50,   0, 7, 54.7172, 12.0000
10,  50,   0, 8, 33.5697, 25.0000
10,  50,   0, 9, 25.9760,  3.0000
10,  50,   0,10, 57.6362,  4.0000
10,  50,   0,11,  0.0000,  3.0000
10,  50,   0,12,124.4928, 40.0000
11,  50,  50, 1, 66.5979, 20.0000
11,  50,  50, 2, 22.4508,  5.0000
11,  50,  50, 3, 89.5819,  5.0002
11,  50,  50, 4,168.6321,  3.3373
11,  50,  50, 5,251.8947, 21.5038
11,  50,  50, 6, 47.7576,  2.0000
11,  50,  50, 7, 54.2766, 12.0000
11,  50,  50, 8, 33.2939, 25.0000
11,  50,  50, 9, 25.3068,  3.0000
11,  50,  50,10, 83.3719,  4.0001
11,  50,  50,11, 49.9687,  3.0000
11,  50,  50,12,122.9851, 40.0000
12,  50, 100, 1, 67.7319, 20.0000
12,  50, 100, 2, 24.0202,  5.0000
12,  50, 100, 3, 92.3889,  5.0002
12,  50, 100, 4,172.4153,  3.3448
12,  50, 100, 5,258.2933, 21.5166
12,  50, 100, 6, 49.9781,  2.0000
12,  50, 100, 7, 54.7053, 12.0000
12,  50, 100, 8, 33.5623, 25.0000
12,  50, 100, 9, 25.9579,  3.0000
12,  50, 100,10, 84.5165,  4.0001
12,  50, 100,11, 52.3157,  3.0000
12,  50, 100,12,124.5897, 40.0000
13,  50, 150, 1, 67.7319, 20.0000
13,  50, 150, 2, 24.0202,  5.0000
13,  50, 150, 3, 92.3889,  5.0002
13,  50, 150, 4,172.4153,  3.3448
13,  50, 150, 5,258.2933, 21.5166
13,  50, 150, 6, 49.9781,  2.0000
13,  50, 150, 7, 54.7053, 12.0000
13,  50, 150, 8, 33.5623, 25.0000
13,  50, 150, 9, 25.9579,  3.0000
13,  50, 150,10, 84.5165,  4.0001
13,  50, 150,11, 52.3157,  3.0000
13,  50, 150,12,124.5897, 40.0000
14,  50, 200, 1, 67.7319, 20.0000
14,  50, 200, 2, 24.0202,  5.0000
14,  50, 200, 3, 92.3889,  5.0002
14,  50, 200, 4,172.4153,  3.3448
14,  50, 200, 5,258.2933, 21.5166
14,  50, 200, 6, 49.9781,  2.0000
14,  50, 200, 7, 54.7053, 12.0000
14,  50, 200, 8, 33.5623, 25.0000
14,  50, 200, 9, 25.9579,  3.0000
14,  50, 200,10, 84.5165,  4.0001
14,  50, 200,11, 52.3157,  3.0000
14,  50, 200,12,124.5897, 40.0000
15,  50, 250, 1, 67.7319, 20.0000
15,  50, 250, 2, 24.0202,  5.0000
15,  50, 250, 3, 92.3889,  5.0002
15,  50, 250, 4,172.4153,  3.3448
15,  50, 250, 5,258.2933, 21.5166
15,  50, 250, 6, 49.9781,  2.0000
15,  50, 250, 7, 54.7053, 12.0000
15,  50, 250, 8, 33.5623, 25.0000
15,  50, 250, 9, 25.9579,  3.0000
15,  50, 250,10, 84.5165,  4.0001
15,  50, 250,11, 52.3157,  3.0000
15,  50, 250,12,124.5897, 40.0000
16,  50, 300, 1, 67.7319, 20.0000
16,  50, 300, 2, 24.0202,  5.0000
16,  50, 300, 3, 92.3889,  5.0002
16,  50, 300, 4,172.4153,  3.3448
16,  50, 300, 5,258.2933, 21.5166
16,  50, 300, 6, 49.9781,  2.0000
16,  50, 300, 7, 54.7053, 12.0000
16,  50, 300, 8, 33.5623, 25.0000
16,  50, 300, 9, 25.9579,  3.0000
16,  50, 300,10, 84.5165,  4.0001
16,  50, 300,11, 52.3157,  3.0000
16,  50, 300,12,124.5897, 40.0000
17,  50, 350, 1, 67.7319, 20.0000
17,  50, 350, 2, 24.0202,  5.0000
17,  50, 350, 3, 92.3889,  5.0002
17,  50, 350, 4,172.4153,  3.3448
17,  50, 350, 5,258.2933, 21.5166
17,  50, 350, 6, 49.9781,  2.0000
17,  50, 350, 7, 54.7053, 12.0000
17,  50, 350, 8, 33.5623, 25.0000
17,  50, 350, 9, 25.9579,  3.0000
17,  50, 350,10, 84.5165,  4.0001
17,  50, 350,11, 52.3157,  3.0000
17,  50, 350,12,124.5897, 40.0000
18,  50, 400, 1, 67.7319, 20.0000
18,  50, 400, 2, 24.0202,  5.0000
18,  50, 400, 3, 92.3889,  5.0002
18,  50, 400, 4,172.4153,  3.3448
18,  50, 400, 5,258.2933, 21.5166
18,  50, 400, 6, 49.9781,  2.0000
18,  50, 400, 7, 54.7053, 12.0000
18,  50, 400, 8, 33.5623, 25.0000
18,  50, 400, 9, 25.9579,  3.0000
18,  50, 400,10, 84.5165,  4.0001
18,  50, 400,11, 52.3157,  3.0000
18,  50, 400,12,124.5897, 40.0000
19, 100,   0, 1, 83.5089, 20.0000
19, 100,   0, 2, 45.8560,  5.0000
19, 100,   0, 3, 82.8525,  5.0001
19, 100,   0, 4,256.6802,  3.5134
19, 100,   0, 5,301.8546, 21.6037
19, 100,   0, 6, 99.9500,  2.0000
19, 100,   0, 7, 73.2213, 12.0000
19, 100,   0, 8, 45.1745, 25.0000
19, 100,   0, 9, 54.0940,  3.0000
19, 100,   0,10, 77.6732,  4.0001
19, 100,   0,11,  0.0000,  3.0000
19, 100,   0,12,160.5257, 40.0001
20, 100,  50, 1, 66.5989, 20.0000
20, 100,  50, 2, 22.4522,  5.0000
20, 100,  50, 3, 89.5845,  5.0002
20, 100,  50, 4,168.6527,  3.3373
20, 100,  50, 5,251.9327, 21.5039
20, 100,  50, 6, 47.7699,  2.0000
20, 100,  50, 7, 54.2839, 12.0000
20, 100,  50, 8, 33.2984, 25.0000
20, 100,  50, 9, 25.3178,  3.0000
20, 100,  50,10, 83.3910,  4.0001
20, 100,  50,11, 49.9816,  3.0000
20, 100,  50,12,122.9940, 40.0000
21, 100, 100, 1, 81.1666, 20.0000
21, 100, 100, 2, 42.6145,  5.0000
21, 100, 100, 3,125.9916,  5.0006
21, 100, 100, 4,248.7001,  3.4974
21, 100, 100, 5,393.2795, 21.7866
21, 100, 100, 6, 95.2609,  2.0000
21, 100, 100, 7, 72.2726, 12.0000
21, 100, 100, 8, 44.5666, 25.0000
21, 100, 100, 9, 52.6464,  3.0000
21, 100, 100,10,131.4586,  4.0007
21, 100, 100,11,100.0127,  3.0000
21, 100, 100,12,157.4374, 40.0001
22, 100, 150, 1, 83.8169, 20.0000
22, 100, 150, 2, 46.2824,  5.0000
22, 100, 150, 3,132.6209,  5.0007
22, 100, 150, 4,256.8078,  3.5136
22, 100, 150, 5,406.9146, 21.8138
22, 100, 150, 6,100.0106,  2.0000
22, 100, 150, 7, 72.9802, 12.0000
22, 100, 150, 8, 45.0245, 25.0000
22, 100, 150, 9, 53.7282,  3.0000
22, 100, 150,10,133.4132,  4.0008
22, 100, 150,11,105.0823,  3.0000
22, 100, 150,12,160.9518, 40.0001
23, 100, 200, 1, 83.8169, 20.0000
23, 100, 200, 2, 46.2824,  5.0000
23, 100, 200, 3,132.6209,  5.0007
23, 100, 200, 4,256.8078,  3.5136
23, 100, 200, 5,406.9146, 21.8138
23, 100, 200, 6,100.0106,  2.0000
23, 100, 200, 7, 72.9802, 12.0000
23, 100, 200, 8, 45.0245, 25.0000
23, 100, 200, 9, 53.7282,  3.0000
23, 100, 200,10,133.4132,  4.0008
23, 100, 200,11,105.0823,  3.0000
23, 100, 200,12,160.9518, 40.0001
24, 100, 250, 1, 83.8169, 20.0000
24, 100, 250, 2, 46.2824,  5.0000
24, 100, 250, 3,132.6209,  5.0007
24, 100, 250, 4,256.8078,  3.5136
24, 100, 250, 5,406.9146, 21.8138
24, 100, 250, 6,100.0106,  2.0000
24, 100, 250, 7, 72.9802, 12.0000
24, 100, 250, 8, 45.0245, 25.0000
24, 100, 250, 9, 53.7282,  3.0000
24, 100, 250,10,133.4132,  4.0008
24, 100, 250,11,105.0823,  3.0000
24, 100, 250,12,160.9518, 40.0001
25, 100, 300, 1, 83.8169, 20.0000
25, 100, 300, 2, 46.2824,  5.0000
25, 100, 300, 3,132.6209,  5.0007
25, 100, 300, 4,256.8078,  3.5136
25, 100, 300, 5,406.9146, 21.8138
25, 100, 300, 6,100.0106,  2.0000
25, 100, 300, 7, 72.9802, 12.0000
25, 100, 300, 8, 45.0245, 25.0000
25, 100, 300, 9, 53.7282,  3.0000
25, 100, 300,10,133.4132,  4.0008
25, 100, 300,11,105.0823,  3.0000
25, 100, 300,12,160.9518, 40.0001
26, 100, 350, 1, 83.8169, 20.0000
26, 100, 350, 2, 46.2824,  5.0000
26, 100, 350, 3,132.6209,  5.0007
26, 100, 350, 4,256.8078,  3.5136
26, 100, 350, 5,406.9146, 21.8138
26, 100, 350, 6,100.0106,  2.0000
26, 100, 350, 7, 72.9802, 12.0000
26, 100, 350, 8, 45.0245, 25.0000
26, 100, 350, 9, 53.7282,  3.0000
26, 100, 350,10,133.4132,  4.0008
26, 100, 350,11,105.0823,  3.0000
26, 100, 350,12,160.9518, 40.0001
27, 100, 400, 1, 83.8169, 20.0000
27, 100, 400, 2, 46.2824,  5.0000
27, 100, 400, 3,132.6209,  5.0007
27, 100, 400, 4,256.8078,  3.5136
27, 100, 400, 5,406.9146, 21.8138
27, 100, 400, 6,100.0106,  2.0000
27, 100, 400, 7, 72.9802, 12.0000
27, 100, 400, 8, 45.0245, 25.0000
27, 100, 400, 9, 53.7282,  3.0000
27, 100, 400,10,133.4132,  4.0008
27, 100, 400,11,105.0823,  3.0000
27, 100, 400,12,160.9518, 40.0001
28, 150,   0, 1, 97.9907, 20.0000
28, 150,   0, 2, 65.8995,  5.0000
28, 150,   0, 3, 97.8110,  5.0002
28, 150,   0, 4,340.8910,  3.6818
28, 150,   0, 5,398.6058, 21.7972
28, 150,   0, 6,149.9953,  2.0000
28, 150,   0, 7, 92.9050, 12.0000
28, 150,   0, 8, 57.7148, 25.0000
28, 150,   0, 9, 84.0958,  3.0000
28, 150,   0,10, 99.4171,  4.0002
28, 150,   0,11,  0.0000,  3.0000
28, 150,   0,12,197.2280, 40.0002
29, 150,  50, 1, 66.5989, 20.0000
29, 150,  50, 2, 22.4522,  5.0000
29, 150,  50, 3, 89.5845,  5.0002
29, 150,  50, 4,168.6527,  3.3373
29, 150,  50, 5,251.9327, 21.5039
29, 150,  50, 6, 47.7699,  2.0000
29, 150,  50, 7, 54.2839, 12.0000
29, 150,  50, 8, 33.2984, 25.0000
29, 150,  50, 9, 25.3178,  3.0000
29, 150,  50,10, 83.3910,  4.0001
29, 150,  50,11, 49.9816,  3.0000
29, 150,  50,12,122.9940, 40.0000
30, 150, 100, 1, 81.3096, 20.0000
30, 150, 100, 2, 42.8122,  5.0000
30, 150, 100, 3,126.3453,  5.0006
30, 150, 100, 4,248.6476,  3.4973
30, 150, 100, 5,393.0942, 21.7862
30, 150, 100, 6, 95.2216,  2.0000
30, 150, 100, 7, 72.1164, 12.0000
30, 150, 100, 8, 44.4696, 25.0000
30, 150, 100, 9, 52.4094,  3.0000
30, 150, 100,10,131.0439,  4.0007
30, 150, 100,11, 99.9770,  3.0000
30, 150, 100,12,157.4122, 40.0001
31, 150, 150, 1, 94.1019, 20.0000
31, 150, 150, 2, 60.5172,  5.0000
31, 150, 150, 3,158.8163,  5.0015
31, 150, 150, 4,327.9225,  3.6558
31, 150, 150, 5,534.6588, 22.0693
31, 150, 150, 6,142.3748,  2.0000
31, 150, 150, 7, 91.4457, 12.0000
31, 150, 150, 8, 56.7553, 25.0000
31, 150, 150, 9, 81.8576,  3.0000
31, 150, 150,10,183.4894,  4.0027
31, 150, 150,11,149.9811,  3.0000
31, 150, 150,12,192.3246, 40.0002
32, 150, 200, 1, 98.4485, 20.0000
32, 150, 200, 2, 66.5329,  5.0000
32, 150, 200, 3,169.8006,  5.0020
32, 150, 200, 4,340.9250,  3.6819
32, 150, 200, 5,556.5551, 22.1131
32, 150, 200, 6,149.9911,  2.0000
32, 150, 200, 7, 92.4855, 12.0000
32, 150, 200, 8, 57.4514, 25.0000
32, 150, 200, 9, 83.4582,  3.0000
32, 150, 200,10,186.4656,  4.0029
32, 150, 200,11,158.1786,  3.0000
32, 150, 200,12,198.0876, 40.0002
33, 150, 250, 1, 98.4485, 20.0000
33, 150, 250, 2, 66.5329,  5.0000
33, 150, 250, 3,169.8006,  5.0020
33, 150, 250, 4,340.9250,  3.6819
33, 150, 250, 5,556.5551, 22.1131
33, 150, 250, 6,149.9911,  2.0000
33, 150, 250, 7, 92.4855, 12.0000
33, 150, 250, 8, 57.4514, 25.0000
33, 150, 250, 9, 83.4582,  3.0000
33, 150, 250,10,186.4656,  4.0029
33, 150, 250,11,158.1786,  3.0000
33, 150, 250,12,198.0876, 40.0002
34, 150, 300, 1, 98.4485, 20.0000
34, 150, 300, 2, 66.5329,  5.0000
34, 150, 300, 3,169.8006,  5.0020
34, 150, 300, 4,340.9250,  3.6819
34, 150, 300, 5,556.5551, 22.1131
34, 150, 300, 6,149.9911,  2.0000
34, 150, 300, 7, 92.4855, 12.0000
34, 150, 300, 8, 57.4514, 25.0000
34, 150, 300, 9, 83.4582,  3.0000
34, 150, 300,10,186.4656,  4.0029
34, 150, 300,11,158.1786,  3.0000
34, 150, 300,12,198.0876, 40.0002
35, 150, 350, 1, 98.4485, 20.0000
35, 150, 350, 2, 66.5329,  5.0000
35, 150, 350, 3,169.8006,  5.0020
35, 150, 350, 4,340.9250,  3.6819
35, 150, 350, 5,556.5551, 22.1131
35, 150, 350, 6,149.9911,  2.0000
35, 150, 350, 7, 92.4855, 12.0000
35, 150, 350, 8, 57.4514, 25.0000
35, 150, 350, 9, 83.4582,  3.0000
35, 150, 350,10,186.4656,  4.0029
35, 150, 350,11,158.1786,  3.0000
35, 150, 350,12,198.0876, 40.0002
36, 150, 400, 1, 98.4485, 20.0000
36, 150, 400, 2, 66.5329,  5.0000
36, 150, 400, 3,169.8006,  5.0020
36, 150, 400, 4,340.9250,  3.6819
36, 150, 400, 5,556.5551, 22.1131
36, 150, 400, 6,149.9911,  2.0000
36, 150, 400, 7, 92.4855, 12.0000
36, 150, 400, 8, 57.4514, 25.0000
36, 150, 400, 9, 83.4582,  3.0000
36, 150, 400,10,186.4656,  4.0029
36, 150, 400,11,158.1786,  3.0000
36, 150, 400,12,198.0876, 40.0002
37, 200,   0, 1,110.9384, 20.0000
37, 200,   0, 2, 83.8194,  5.0000
37, 200,   0, 3,111.4723,  5.0004
37, 200,   0, 4,424.7975,  3.8496
37, 200,   0, 5,496.0788, 21.9922
37, 200,   0, 6,199.9796,  2.0000
37, 200,   0, 7,113.8796, 12.0000
37, 200,   0, 8, 71.2813, 25.0000
37, 200,   0, 9,116.1601,  3.0000
37, 200,   0,10,123.0380,  4.0006
37, 200,   0,11,  0.0000,  3.0000
37, 200,   0,12,234.5103, 40.0005
38, 200,  50, 1, 66.5989, 20.0000
38, 200,  50, 2, 22.4522,  5.0000
38, 200,  50, 3, 89.5845,  5.0002
38, 200,  50, 4,168.6527,  3.3373
38, 200,  50, 5,251.9327, 21.5039
38, 200,  50, 6, 47.7699,  2.0000
38, 200,  50, 7, 54.2839, 12.0000
38, 200,  50, 8, 33.2984, 25.0000
38, 200,  50, 9, 25.3178,  3.0000
38, 200,  50,10, 83.3910,  4.0001
38, 200,  50,11, 49.9816,  3.0000
38, 200,  50,12,122.9940, 40.0000
39, 200, 100, 1, 81.3096, 20.0000
39, 200, 100, 2, 42.8122,  5.0000
39, 200, 100, 3,126.3453,  5.0006
39, 200, 100, 4,248.6476,  3.4973
39, 200, 100, 5,393.0942, 21.7862
39, 200, 100, 6, 95.2216,  2.0000
39, 200, 100, 7, 72.1164, 12.0000
39, 200, 100, 8, 44.4696, 25.0000
39, 200, 100, 9, 52.4094,  3.0000
39, 200, 100,10,131.0439,  4.0007
39, 200, 100,11, 99.9770,  3.0000
39, 200, 100,12,157.4122, 40.0001
40, 200, 150, 1, 94.1019, 20.0000
40, 200, 150, 2, 60.5172,  5.0000
40, 200, 150, 3,158.8163,  5.0015
40, 200, 150, 4,327.9225,  3.6558
40, 200, 150, 5,534.6588, 22.0693
40, 200, 150, 6,142.3748,  2.0000
40, 200, 150, 7, 91.4457, 12.0000
40, 200, 150, 8, 56.7553, 25.0000
40, 200, 150, 9, 81.8576,  3.0000
40, 200, 150,10,183.4894,  4.0027
40, 200, 150,11,149.9811,  3.0000
40, 200, 150,12,192.3246, 40.0002
41, 200, 200, 1,105.5487, 20.0000
41, 200, 200, 2, 76.3600,  5.0000
41, 200, 200, 3,188.3396,  5.0030
41, 200, 200, 4,406.4871,  3.8130
41, 200, 200, 5,676.2968, 22.3526
41, 200, 200, 6,189.2082,  2.0000
41, 200, 200, 7,111.7302, 12.0000
41, 200, 200, 8, 69.8351, 25.0000
41, 200, 200, 9,112.8482,  3.0000
41, 200, 200,10,239.3572,  4.0079
41, 200, 200,11,199.9746,  3.0000
41, 200, 200,12,227.7221, 40.0004
42, 200, 250, 1,111.8750, 20.0000
42, 200, 250, 2, 85.1157,  5.0000
42, 200, 250, 3,204.4812,  5.0042
42, 200, 250, 4,424.9321,  3.8499
42, 200, 250, 5,707.3855, 22.4148
42, 200, 250, 6,200.0095,  2.0000
42, 200, 250, 7,113.0476, 12.0000
42, 200, 250, 8, 70.7552, 25.0000
42, 200, 250, 9,114.8938,  3.0000
42, 200, 250,10,243.2953,  4.0084
42, 200, 250,11,211.6982,  3.0000
42, 200, 250,12,236.0784, 40.0005
43, 200, 300, 1,111.8750, 20.0000
43, 200, 300, 2, 85.1157,  5.0000
43, 200, 300, 3,204.4812,  5.0042
43, 200, 300, 4,424.9321,  3.8499
43, 200, 300, 5,707.3855, 22.4148
43, 200, 300, 6,200.0095,  2.0000
43, 200, 300, 7,113.0476, 12.0000
43, 200, 300, 8, 70.7552, 25.0000
43, 200, 300, 9,114.8938,  3.0000
43, 200, 300,10,243.2953,  4.0084
43, 200, 300,11,211.6982,  3.0000
43, 200, 300,12,236.0784, 40.0005
44, 200, 350, 1,111.8750, 20.0000
44, 200, 350, 2, 85.1157,  5.0000
44, 200, 350, 3,204.4812,  5.0042
44, 200, 350, 4,424.9321,  3.8499
44, 200, 350, 5,707.3855, 22.4148
44, 200, 350, 6,200.0095,  2.0000
44, 200, 350, 7,113.0476, 12.0000
44, 200, 350, 8, 70.7552, 25.0000
44, 200, 350, 9,114.8938,  3.0000
44, 200, 350,10,243.2953,  4.0084
44, 200, 350,11,211.6982,  3.0000
44, 200, 350,12,236.0784, 40.0005
45, 200, 400, 1,111.8750, 20.0000
45, 200, 400, 2, 85.1157,  5.0000
45, 200, 400, 3,204.4812,  5.0042
45, 200, 400, 4,424.9321,  3.8499
45, 200, 400, 5,707.3855, 22.4148
45, 200, 400, 6,200.0095,  2.0000
45, 200, 400, 7,113.0476, 12.0000
45, 200, 400, 8, 70.7552, 25.0000
45, 200, 400, 9,114.8938,  3.0000
45, 200, 400,10,243.2953,  4.0084
45, 200, 400,11,211.6982,  3.0000
45, 200, 400,12,236.0784, 40.0005
46, 250,   0, 1,122.6808, 20.0000
46, 250,   0, 2,100.0712,  5.0000
46, 250,   0, 3,124.1379,  5.0006
46, 250,   0, 4,508.5280,  4.0171
46, 250,   0, 5,594.2564, 22.1885
46, 250,   0, 6,249.9660,  2.0000
46, 250,   0, 7,135.8812, 12.0000
46, 250,   0, 8, 85.7284, 25.0000
46, 250,   0, 9,149.8948,  3.0000
46, 250,   0,10,148.2989,  4.0012
46, 250,   0,11,  0.0000,  3.0000
46, 250,   0,12,272.4368, 40.0008
47, 250,  50, 1, 66.5989, 20.0000
47, 250,  50, 2, 22.4522,  5.0000
47, 250,  50, 3, 89.5845,  5.0002
47, 250,  50, 4,168.6527,  3.3373
47, 250,  50, 5,251.9327, 21.5039
47, 250,  50, 6, 47.7699,  2.0000
47, 250,  50, 7, 54.2839, 12.0000
47, 250,  50, 8, 33.2984, 25.0000
47, 250,  50, 9, 25.3178,  3.0000
47, 250,  50,10, 83.3910,  4.0001
47, 250,  50,11, 49.9816,  3.0000
47, 250,  50,12,122.9940, 40.0000
48, 250, 100, 1, 81.3096, 20.0000
48, 250, 100, 2, 42.8122,  5.0000
48, 250, 100, 3,126.3453,  5.0006
48, 250, 100, 4,248.6476,  3.4973
48, 250, 100, 5,393.0942, 21.7862
48, 250, 100, 6, 95.2216,  2.0000
48, 250, 100, 7, 72.1164, 12.0000
48, 250, 100, 8, 44.4696, 25.0000
48, 250, 100, 9, 52.4094,  3.0000
48, 250, 100,10,131.0439,  4.0007
48, 250, 100,11, 99.9770,  3.0000
48, 250, 100,12,157.4122, 40.0001
49, 250, 150, 1, 94.1019, 20.0000
49, 250, 150, 2, 60.5172,  5.0000
49, 250, 150, 3,158.8163,  5.0015
49, 250, 150, 4,327.9225,  3.6558
49, 250, 150, 5,534.6588, 22.0693
49, 250, 150, 6,142.3748,  2.0000
49, 250, 150, 7, 91.4457, 12.0000
49, 250, 150, 8, 56.7553, 25.0000
49, 250, 150, 9, 81.8576,  3.0000
49, 250, 150,10,183.4894,  4.0027
49, 250, 150,11,149.9811,  3.0000
49, 250, 150,12,192.3246, 40.0002
50, 250, 200, 1,105.5343, 20.0000
50, 250, 200, 2, 76.3399,  5.0000
50, 250, 200, 3,188.3032,  5.0030
50, 250, 200, 4,406.4828,  3.8130
50, 250, 200, 5,676.2980, 22.3526
50, 250, 200, 6,189.2063,  2.0000
50, 250, 200, 7,111.7421, 12.0000
50, 250, 200, 8, 69.8428, 25.0000
50, 250, 200, 9,112.8664,  3.0000
50, 250, 200,10,239.3898,  4.0079
50, 250, 200,11,199.9724,  3.0000
50, 250, 200,12,227.7205, 40.0004
51, 250, 250, 1,115.5195, 20.0000
51, 250, 250, 2, 90.1598,  5.0000
51, 250, 250, 3,214.5180,  5.0051
51, 250, 250, 4,484.4168,  3.9688
51, 250, 250, 5,818.2206, 22.6364
51, 250, 250, 6,235.7769,  2.0000
51, 250, 250, 7,133.1205, 12.0000
51, 250, 250, 8, 83.8194, 25.0000
51, 250, 250, 9,145.6171,  3.0000
51, 250, 250,10,299.0963,  4.0192
51, 250, 250,11,249.9844,  3.0000
51, 250, 250,12,263.6299, 40.0007
52, 250, 300, 1,123.9721, 20.0000
52, 250, 300, 2,101.8585,  5.0000
52, 250, 300, 3,236.2856,  5.0075
52, 250, 300, 4,508.6855,  4.0174
52, 250, 300, 5,859.2084, 22.7184
52, 250, 300, 6,249.9894,  2.0000
52, 250, 300, 7,134.7240, 12.0000
52, 250, 300, 8, 84.9905, 25.0000
52, 250, 300, 9,148.1309,  3.0000
52, 250, 300,10,304.1133,  4.0205
